State,Year,Quarter,District,RegisteredUser,AppOpens,RegisteredUser_log
Madhya Pradesh,2020,3,agar malwa district,75042,2067746,11.225803235776961
Madhya Pradesh,2020,3,ashoknagar district,90944,2218641,11.417999211456772
Madhya Pradesh,2020,3,sagar district,368745,8520052,12.817860627222204
Madhya Pradesh,2020,3,niwari district,40044,943976,10.597734128539374
Madhya Pradesh,2020,3,rewa district,343897,8609066,12.748097472916184
Madhya Pradesh,2020,3,shajapur district,158634,4836627,11.974354940995825
Madhya Pradesh,2020,3,ujjain district,436068,11102536,12.985553473472912
Madhya Pradesh,2020,3,bhind district,204515,4603385,12.228396601408292
Madhya Pradesh,2020,3,tikamgarh district,99435,2355794,11.507259443343601
Madhya Pradesh,2020,3,seoni district,169843,4472061,12.042629759904603
Madhya Pradesh,2020,3,harda district,84771,2045684,11.347708782159037
Madhya Pradesh,2020,3,burhanpur district,94468,2236883,11.456016431797043
Madhya Pradesh,2020,3,damoh district,126047,2720247,11.744410132253506
Madhya Pradesh,2020,3,bhopal district,1162000,34412697,13.965653216393994
Madhya Pradesh,2020,3,jhabua district,78359,1855019,11.269056110363978
Madhya Pradesh,2020,3,dhar district,346394,9730750,12.75533213450424
Madhya Pradesh,2020,3,guna district,215479,5194184,12.28061873598177
Madhya Pradesh,2020,3,east nimar district,163928,4383655,12.007182586016668
Madhya Pradesh,2020,3,chhindwara district,336306,8957880,12.725776738782411
Madhya Pradesh,2020,3,umaria district,64323,1797853,11.071672544556199
Madhya Pradesh,2020,3,mandla district,102626,2401861,11.538846590921628
Madhya Pradesh,2020,3,indore district,1524036,37661995,14.236872636996976
Madhya Pradesh,2020,3,shahdol district,139177,4001386,11.843501783345438
Madhya Pradesh,2020,3,ratlam district,260470,6567251,12.470242970395981
Madhya Pradesh,2020,3,panna district,83059,2181466,11.327306477622743
Madhya Pradesh,2020,3,chhatarpur district,211442,4379380,12.2617060081816
Madhya Pradesh,2020,4,morena district,267467,6386001,12.496751473222194
Madhya Pradesh,2020,4,alirajpur district,41088,847945,10.623471387049634
Madhya Pradesh,2020,4,sehore district,300164,11926496,12.612084270937217
Madhya Pradesh,2020,4,rajgarh district,248183,8283878,12.421921656256195
Madhya Pradesh,2020,4,khargone district,259561,7925970,12.466747021401439
Madhya Pradesh,2020,4,satna district,340632,8895084,12.738557994647204
Madhya Pradesh,2020,4,narsinghpur district,198797,5497813,12.200039482547488
Madhya Pradesh,2020,4,jabalpur district,604034,14264772,13.31138576672338
Madhya Pradesh,2020,4,hoshangabad district,257815,7025247,12.45999755243382
Madhya Pradesh,2020,4,vidisha district,254046,6972300,12.445270631965824
Madhya Pradesh,2020,4,balaghat district,257330,7971567,12.458114586887032
Madhya Pradesh,2020,4,singrauli district,205335,7900407,12.232398070697723
Madhya Pradesh,2020,4,betul district,264821,8089210,12.486809405036455
Madhya Pradesh,2020,4,sidhi district,127036,3863820,11.752225789839168
Madhya Pradesh,2020,4,datia district,98245,2291208,11.495219637851296
Madhya Pradesh,2020,4,dewas district,331443,11586451,12.71121112812234
Madhya Pradesh,2020,4,sheopur district,67867,1682681,11.125305186569689
Madhya Pradesh,2020,4,neemuch district,164544,4142475,12.01093329062556
Madhya Pradesh,2020,4,raisen district,252088,8029455,12.437533511884421
Madhya Pradesh,2020,4,mandsaur district,257488,6397496,12.458728396058277
Madhya Pradesh,2020,4,barwani district,125456,3455685,11.739710378470702
Madhya Pradesh,2020,4,katni district,181408,4600435,12.10850391712403
Madhya Pradesh,2020,4,dindori district,59962,1753585,11.00146630723063
Madhya Pradesh,2020,4,shivpuri district,200121,5169044,12.206677462591456
Madhya Pradesh,2020,4,gwalior district,652985,17627043,13.38930943709121
Madhya Pradesh,2020,4,anuppur district,104310,3325790,11.555122513670018
Madhya Pradesh,2020,4,agar malwa district,83325,2435806,11.33050390317594
Madhya Pradesh,2020,4,ashoknagar district,100497,2536318,11.517883155289457
Madhya Pradesh,2020,4,sagar district,402006,10203743,12.90422229286291
Madhya Pradesh,2020,4,niwari district,44148,1058416,10.695302904892774
Madhya Pradesh,2020,4,rewa district,374099,10724980,12.832275747250602
Madhya Pradesh,2020,4,shajapur district,173999,5651313,12.066804831053714
Madhya Pradesh,2020,4,ujjain district,475637,13546406,13.072410237240396
Madhya Pradesh,2020,4,bhind district,223913,5313250,12.319012862535994
Madhya Pradesh,2020,4,tikamgarh district,110958,2768553,11.616907030312932
Madhya Pradesh,2020,4,seoni district,187112,5428128,12.13946264703073
Madhya Pradesh,2020,4,harda district,92862,2573686,11.438869799140814
Madhya Pradesh,2020,4,burhanpur district,105578,2787448,11.567205295216562
Madhya Pradesh,2020,4,damoh district,139246,3194459,11.843997432062768
Madhya Pradesh,2020,4,bhopal district,1249343,46817428,14.038128371102385
Madhya Pradesh,2020,4,jhabua district,88307,2119717,11.388574658648126
Madhya Pradesh,2020,4,dhar district,382523,12266979,12.854544061159903
Madhya Pradesh,2020,4,guna district,235371,6298119,12.368918271656794
Madhya Pradesh,2020,4,east nimar district,181040,5304286,12.10647328030742
Madhya Pradesh,2020,4,chhindwara district,370027,11110963,12.821331254930982
Madhya Pradesh,2020,4,umaria district,71049,2183916,11.171125058830842
Madhya Pradesh,2020,4,mandla district,113986,2902555,11.64383091281769
Madhya Pradesh,2020,4,indore district,1645564,52259995,14.313593740562387
Madhya Pradesh,2020,4,shahdol district,153490,4992250,11.941390697307455
Madhya Pradesh,2020,4,ratlam district,286103,7739584,12.564107164827336
Madhya Pradesh,2020,4,panna district,91870,2441428,11.428129813265512
Madhya Pradesh,2020,4,chhatarpur district,233668,4999862,12.361656583466432
Madhya Pradesh,2021,1,morena district,289939,7286647,12.577425835009494
Madhya Pradesh,2021,1,alirajpur district,44762,957474,10.709114844180075
Madhya Pradesh,2021,1,sehore district,323704,13261091,12.687584796958777
Madhya Pradesh,2021,1,rajgarh district,270842,10221796,12.509290904005931
Madhya Pradesh,2021,1,khargone district,281236,9020662,12.546949453484034
Madhya Pradesh,2021,1,satna district,368299,10016376,12.816650387251626
Madhya Pradesh,2021,1,narsinghpur district,214249,6119619,12.27489416900456
Madhya Pradesh,2021,1,jabalpur district,650087,17013715,13.384861479069068
Madhya Pradesh,2021,1,hoshangabad district,277931,7999438,12.53512816042685
Madhya Pradesh,2021,1,vidisha district,274866,8148091,12.5240389851655
Madhya Pradesh,2021,1,balaghat district,278215,8823124,12.536149475062526
Madhya Pradesh,2021,1,singrauli district,221433,8797507,12.307875339640118
Madhya Pradesh,2021,1,betul district,285621,8986356,12.562421036156177
Madhya Pradesh,2021,1,sidhi district,137421,4335454,11.830804485519732
Madhya Pradesh,2021,1,datia district,106332,2671664,11.574321553835302
Madhya Pradesh,2021,1,dewas district,358124,13374910,12.788634574126126
Madhya Pradesh,2021,1,sheopur district,73775,1910721,11.20877519981114
Madhya Pradesh,2021,1,neemuch district,178235,4924752,12.090858183262958
Madhya Pradesh,2021,1,raisen district,272622,9391937,12.515841499316837
Madhya Pradesh,2021,1,mandsaur district,279783,7749487,12.541769581683635
Madhya Pradesh,2021,1,barwani district,136583,4178618,11.82468776742248
Madhya Pradesh,2021,1,katni district,195985,5374853,12.185793404671793
Madhya Pradesh,2021,1,dindori district,65047,1911876,11.082865364506683
Madhya Pradesh,2021,1,shivpuri district,219381,6639272,12.298565223255602
Madhya Pradesh,2021,1,gwalior district,703232,21185809,13.463442130574837
Madhya Pradesh,2021,1,anuppur district,112519,3789922,11.630877375255379
Madhya Pradesh,2021,1,agar malwa district,91340,3101167,11.42234408673899
Madhya Pradesh,2021,1,ashoknagar district,109372,3072156,11.602510194712316
Madhya Pradesh,2021,1,sagar district,432938,11962030,12.978349809665406
Madhya Pradesh,2021,1,niwari district,47790,1193738,10.774571691572204
Madhya Pradesh,2021,1,rewa district,403013,11566676,12.906724098473056
Madhya Pradesh,2021,1,shajapur district,188759,6634450,12.14822634809372
Madhya Pradesh,2021,1,ujjain district,513868,16282572,13.149721702117615
Madhya Pradesh,2021,1,bhind district,242318,5815370,12.398006192118032
Madhya Pradesh,2021,1,tikamgarh district,120720,3198089,11.70122909344173
Madhya Pradesh,2021,1,seoni district,202103,6250770,12.216532747418105
Madhya Pradesh,2021,1,harda district,100149,2843519,11.514414356021648
Madhya Pradesh,2021,1,burhanpur district,114766,3206426,11.650650551754035
Madhya Pradesh,2021,1,damoh district,150665,3641799,11.922814108138173
Madhya Pradesh,2021,1,bhopal district,1340741,58411069,14.108733004161817
Madhya Pradesh,2021,1,jhabua district,96483,2562361,11.47712210600495
Madhya Pradesh,2021,1,dhar district,415117,14747039,12.936315687189529
Madhya Pradesh,2021,1,guna district,255002,7638668,12.449026667247061
Madhya Pradesh,2021,1,east nimar district,196341,6130447,12.187608222439206
Madhya Pradesh,2021,1,chhindwara district,399276,12492218,12.897408186060852
Madhya Pradesh,2021,1,umaria district,76879,2468522,11.2499880362755
Madhya Pradesh,2021,1,mandla district,123283,3279877,11.722237804545411
Madhya Pradesh,2021,1,indore district,1769869,68567452,14.386416090511606
Madhya Pradesh,2021,1,shahdol district,165899,5794627,12.019134448432823
Madhya Pradesh,2021,1,ratlam district,309912,9084625,12.644043665194598
Madhya Pradesh,2021,1,panna district,99260,2725252,11.505497949141432
Madhya Pradesh,2021,1,chhatarpur district,253341,5738186,12.442491686294378
Madhya Pradesh,2021,2,morena district,312340,11658992,12.651847617041836
Madhya Pradesh,2021,2,alirajpur district,48799,4214096,10.795465099828
Madhya Pradesh,2021,2,sehore district,347748,20406703,12.759233358511063
Madhya Pradesh,2021,2,rajgarh district,292808,21068586,12.587272383100416
Madhya Pradesh,2021,2,khargone district,303115,17984042,12.621867550438992
Madhya Pradesh,2021,2,satna district,395440,18158846,12.887754347980842
Madhya Pradesh,2021,2,narsinghpur district,229785,10827026,12.344899368114906
Madhya Pradesh,2021,2,jabalpur district,695130,16368504,13.451854157414903
Madhya Pradesh,2021,2,hoshangabad district,298276,12814860,12.605774511349226
Madhya Pradesh,2021,2,vidisha district,295656,17978994,12.59695189530992
Madhya Pradesh,2021,2,balaghat district,299166,16744453,12.608753882261722
Madhya Pradesh,2021,2,singrauli district,238061,16474895,12.38028222233474
Madhya Pradesh,2021,2,betul district,306387,19842980,12.632604287750038
Madhya Pradesh,2021,2,sidhi district,148292,10902853,11.90693858196428
Madhya Pradesh,2021,2,datia district,114602,6086229,11.649220535117472
Madhya Pradesh,2021,2,dewas district,384805,19205815,12.860491991452264
Madhya Pradesh,2021,2,sheopur district,79747,5448428,11.286614402384673
Madhya Pradesh,2021,2,neemuch district,192351,7410653,12.167077107023179
Madhya Pradesh,2021,2,raisen district,293092,18405753,12.588241831887725
Madhya Pradesh,2021,2,mandsaur district,301823,12487874,12.617596031822302
Madhya Pradesh,2021,2,barwani district,147396,11023324,11.900878121327095
Madhya Pradesh,2021,2,katni district,210578,9347591,12.25761140978753
Madhya Pradesh,2021,2,dindori district,70483,8065639,11.163126824970929
Madhya Pradesh,2021,2,shivpuri district,237514,18049301,12.377981848087925
Madhya Pradesh,2021,2,gwalior district,753172,17980510,13.532048900352947
Madhya Pradesh,2021,2,anuppur district,121081,8163286,11.704215022103861
Madhya Pradesh,2021,2,agar malwa district,98973,6682101,11.502602364647155
Madhya Pradesh,2021,2,ashoknagar district,118179,9260965,11.679955703195224
Madhya Pradesh,2021,2,sagar district,464791,21608570,13.049343121165416
Madhya Pradesh,2021,2,niwari district,51713,2512818,10.85346447956508
Madhya Pradesh,2021,2,rewa district,432682,20075053,12.977758326087246
Madhya Pradesh,2021,2,shajapur district,203365,10781751,12.222757673060444
Madhya Pradesh,2021,2,ujjain district,552204,18716097,13.22167282220422
Madhya Pradesh,2021,2,bhind district,260861,11741937,12.47174297739082
Madhya Pradesh,2021,2,tikamgarh district,130462,7731408,11.77883727560204
Madhya Pradesh,2021,2,seoni district,217756,17586692,12.291130448870147
Madhya Pradesh,2021,2,harda district,107671,6297529,11.586835560404786
Madhya Pradesh,2021,2,burhanpur district,123507,5832545,11.724053113605853
Madhya Pradesh,2021,2,damoh district,162046,9075927,11.995635524525458
Madhya Pradesh,2021,2,bhopal district,1431127,34861095,14.173972803727102
Madhya Pradesh,2021,2,jhabua district,104613,7481265,11.55802310587326
Madhya Pradesh,2021,2,dhar district,447074,22841002,13.010479407992566
Madhya Pradesh,2021,2,guna district,274820,15526087,12.523871616885765
Madhya Pradesh,2021,2,east nimar district,211938,12412565,12.264049058051292
Madhya Pradesh,2021,2,chhindwara district,428800,25550376,12.968745888738729
Madhya Pradesh,2021,2,umaria district,82950,7042757,11.325993295618591
Madhya Pradesh,2021,2,mandla district,132963,10150247,11.797826173011625
Madhya Pradesh,2021,2,indore district,1892259,39059484,14.453281911402671
Madhya Pradesh,2021,2,shahdol district,178327,12388319,12.091374222560704
Madhya Pradesh,2021,2,ratlam district,333877,13571487,12.718527940660138
